species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,exportadora de cafe condor s.a,Colombia,various,NA,trilladora agricola,exportadora de cafe condor s.a,1550 msnm,santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,0.11
Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora boananza,ecom cca sa,1550,santander,NA,250,70 kg,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0.12
Arabica,"nomura trading co., ltd.",Indonesia,NA,NA,NA,"nomura trading co., ltd.",1250-1400 meter,lintong,NA,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,0.11
Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,NA,coop. hoja blanca - fedecocagua,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,0
Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,NA,at site and addis ababa,seid damtew coffee planation,NA,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,0.11
Arabica,carcafe ltda ci,Colombia,NA,NA,pasto,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,0
Arabica,steven kil,Ethiopia,aricha coop,NA,aricha coop,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,NA,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0.1
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,0.11
Arabica,carcafe ltda ci,Colombia,NA,NA,NA,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,kona,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,NA,NA,8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,0.01
Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,NA,NA,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,0
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,kona pacific farmers cooperative,NA,NA,kona,NA,27,0 lbs,Specialty Coffee Association,NA,"May 17th, 2010",Kona Pacific Farmers Cooperative,NA,NA,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,0
Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-1829,bachue,racafe & cia s.c.a,NA,huila,La Plata,135,70 kg,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,0
Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-180,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0.12
Arabica,"el equimite, cafetal biodinámico",Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,1,30 kg,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,0.09
Arabica,simon mahinda,Kenya,NA,CN 11462 AA,ckcm,c dorman ltd,-1,NA,NA,170,60 kg,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,NA,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,0.11
Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,NA,NA,rashid moledina & co. (msa) ltd,1580,central kenya,NA,38,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,0
Arabica,nucoffee,Brazil,sitío são geraldo,NA,NA,nucoffee,1100m,grama valley,Idalina M. De Andrade Ferreira,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,0.12
Arabica,young kim,Mexico,kassandra,NA,NA,NA,1400 masl,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Pacamara,NA,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,0
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,NA,NA,NA,kona,NA,15,100 lbs,Specialty Coffee Association,NA,"February 24th, 2011",Kona Pacific Farmers Cooperative,NA,NA,7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,0
Arabica,carl walker,Guatemala,la igualdad,NA,concepcion,NA,3500-5200 feet,"chuva, san marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,NA,NA,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,0.04
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-0277,bachue,racafe & cia s.c.a,NA,huila,La Plata,243,70 kg,Almacafé,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,0
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,252,70 kg,Almacafé,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,0.12
Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,NA,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,800 m,natou county,SU CHUEN SHIAN 蘇春賢,20,40 kg,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,0.11
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,NA,taylor winch (t) ltd,taylor winch (t) ltd,1620m,mbeya,Hasambo AMCOS,134,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,0.12
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,LA PLATA,50,70 kg,Almacafé,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,0.11
Arabica,artemio zapata tejeda,Mexico,el suspiro,NA,pacho viejo,NA,1200,coatepec,ARTEMIO ZAPATA TEJEDA,25,1 kg,AMECAFE,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,0.11
Arabica,nucoffee,Brazil,fazenda grota funda,NA,NA,nucoffee,1200m,south of minas,Glaucio Carneiro Pinto,4,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,0.11
Arabica,nucoffee,Brazil,sitio claro,NA,NA,nucoffee,1000 m,south of minas,Ricardo Luiz Ferreira,10,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,0.12
Arabica,brian speckman,Kenya,NA,NA,NA,NA,NA,NA,NA,320,60 kg,Specialty Coffee Association,2009-2010,"August 26th, 2010",Brian Speckman,NA,NA,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,0.06
Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,shi fang yuan 十方源,taiwan coffee laboratory,350,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0
Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,NA,kawacom,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,0.12
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,14,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,0
Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,NA,coffee processing and warehouse enterpri,NA,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,0.1
Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,NA,coffee processing and warehouse enterpri,NA,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Philip Schluter,NA,NA,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,0.1
Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCTFHMG15/16,matsuzawa coffee,matsuzawa coffee,NA,thailand,Matsuzawa Coffee,50,50 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,0.12
Arabica,lydiah mwangi,Kenya,karatina,NA,sagana,c dorman ltd,1800,nyeri,KARATINA,150,60 kg,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,0.13
Arabica,cadexsa,Honduras,cerro bueno,NA,cadexsa,cadexsa,1450 msnm,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,"April 25th, 2014",CADEXSA,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,0.11
Arabica,the coffee source inc.,El Salvador,several,NA,la majada cooperative,NA,1200 mts,santa ana,Several producers,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,NA,NA,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,0.15
Arabica,grounds for health admin,Nicaragua,santa martha,NA,beneficio atlantic sebaco,NA,800-1050m,jinotega,Juan Alvaro Munguia,2,6,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,NA,NA,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,0.18
Arabica,consejo salvadoreño del café,El Salvador,monterrey,1-71,j.j. borja nathan,cafetalera del pacifico,1350,apaneca,J.J. Borja Nathan,150,69 kg,Salvadoran Coffee Council,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,0
Arabica,sanjava coffee,Indonesia,sran temanggung plantation,1,wet hulling,pt. shriya artha nusantara,1200,"temanggung, indonesia",PT. Shriya Artha Nusantara,2,1 kg,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",SanJava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0.12
Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,MCRKPBG 15/16,ada farm,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,20,1 kg,Specialty Coffee Institute of Asia,NA,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,0.12
Arabica,rodrigo soto,Costa Rica,rio jorco,Tarrazu,rio jorco,panamerican coffee trading,1150,tarrazu,Johanna,15,69 kg,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,0.1
Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,11/08/0109,san diego buena vista,"waelti schoenfeld exportadores de cafe, s.a.",1600,acatenango,JUAN BOCK,120,34 kg,Asociacion Nacional Del Café,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,0.1
Arabica,fabian calderon mora,Costa Rica,coopetarrazú,NA,coopetarrazú,coopetarrazú.r.l,1750,tarrazu,Coopetarrazú,50,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,0.12
Arabica,essencecoffee,Ethiopia,moplaco,NA,moplaco,essence coffee,1900m,yirgacheffe,Moplaco,250,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,0.1
Arabica,essencecoffee,Costa Rica,finca salaca las brisas,NA,beneficio las brisas,essence coffee,1750m,costa rica,Maria Elena Castro,20,69 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,0.08
Arabica,eric thormaehlen,Costa Rica,various,NA,coricafe sa,coricafe s.a.,1200,west valley,CORICAFE BLEND,275,1 kg,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,0.11
Arabica,rob tuttle,Costa Rica,NA,NA,NA,thrive farmers,NA,NA,NA,1,2 kg,Specialty Coffee Association,2012,"January 3rd, 2014",Rob Tuttle,NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,NA,dragon coffee 龍咖,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Gu yong long 古永龍,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0.11
Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora agricola,ecom cca sa,1550,santander,NA,250,70 kg,Almacafé,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,0
Arabica,dream together,Kenya,NA,NA,NA,dream together inc.,2000,nyeri,Sasini,235,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,0.11
Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,0.11
Arabica,juan luis alvarado romero,Guatemala,valparaiso,NA,beneficio valparaiso,sertrasa,5000,acatenango,SERTRASA,125,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,0.12
Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",NA,cafetaleros de el remudadero s.p.r. de r.l.,organizaciones de productores de cafe colimense sa de cv,1200,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,0.13
Arabica,afca,Uganda,NA,NA,ugacof,ugacof ltd,1700-1850m,mbale,NA,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,0.11
Arabica,benjamin schmerler,Peru,NA,NA,NA,NA,NA,"penachi, cecanor",CECANOR,1,60 kg,Specialty Coffee Association,NA,"June 14th, 2011",Benjamin Schmerler,NA,NA,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,0
Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,NA,coffee processing and warehouse enterpri,NA,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,0.2
Arabica,jungle estate,Kenya,jungle estate,10NG0093,nkg mills,keremara limited,1754,nyeri,JUNGLE ESTATE,66,60 kg,Kenya Coffee Traders Association,NA,"January 11th, 2018",Jungle Estate,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-1724,bucaramanga,racafe & cia s.c.a,1500,santander,NA,250,70 kg,Almacafé,2016,"January 10th, 2017",Racafe & Cia S.C.A,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,0
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-1291,bachue,racafe & cia s.c.a,NA,huila,La Plata,125,70 kg,Almacafé,2016,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,0
Arabica,daniel magu,Kenya,blend,NA,sagana,c dorman ltd,1800,nyeri,BLEND,100,60 kg,Kenya Coffee Traders Association,2013,"July 21st, 2014",Daniel Magu,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,0.1
Arabica,juan luis alvarado romero,Guatemala,el morito,NA,el morito,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,"May 29th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,0.11
Arabica,juan luis alvarado romero,Guatemala,el papaturro,NA,beneficio ixchel,"unex guatemala, s.a.",4000 psn,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,0.09
Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora agricola,ecom cca sa,1550,santander,NA,250,70 kg,Almacafé,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,0
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,1600 a 1900 msnm,huila,La Plata,75,70 kg,Almacafé,2013,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,0
Arabica,taylor winch (coffee) ltd.,Kenya,NA,NA,NA,taylor winch (coffee) ltd,NA,NA,changeru wet mill,11,660 kg,Kenya Coffee Traders Association,2013,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,0
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,NA,250,70 kg,Almacafé,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,0
Arabica,lusso lab,Costa Rica,la chaparral,NA,NA,lusso coffee lab,1450 ~ 1700 m,tres rios,NA,1,1 kg,Specialty Coffee Association,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,0.12
Arabica,exportadora de cafe condor s.a,Colombia,various,NA,trilladora boananza,exportadora de cafe condor s.a,1800 msnm,huila,varios,250,70 kg,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,0.11
Arabica,nucoffee,Brazil,fazenda recreio,NA,NA,nucoffee,1300m,vale da grama,Homero Texeira de Macedo Junior,37,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,0.12
Arabica,nucoffee,Brazil,fazenda vista alegre,NA,NA,nucoffee,1100m,mountains of minas gerais,Geraldo Paixão,35,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,0.11
Arabica,max gurdian,Costa Rica,NA,S015.367,beneficio santo domingo - beneficio dosmil,beneficios volcafé costa rica,1200,valle central,Various,275,18975 kg,Specialty Coffee Association of Costa Rica,2017 / 2018,"November 28th, 2017",Max Gurdian,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,0.1
Arabica,ecom japan limited,Uganda,kawacom sipi project,035/170/5071146⁠⁠⁠⁠,kawacom,kawacom uganda ltd,1750,eastern uganda,Kawacom Uganda Ltd,200,12000 kg,Uganda Coffee Development Authority,2016,"March 14th, 2017",ECOM Japan Limited,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,0.11
Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,YNC-16018,menglian ban’an coffee processing factory,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,0.1
Arabica,fabian calderon mora,Costa Rica,coopetarrazú,NA,coopetarrazú,coopetarrazú.r.l,1700,tarrazu,Coopetarrazú,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,0.11
Arabica,federacion nacional de cafeteros,Colombia,NA,NA,cauca,federacion nacional de cafeteros,1800,cauca,NA,275,2 kg,Almacafé,2015/2016,"June 5th, 2015",Federacion Nacional de Cafeteros,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,0.12
Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",NA,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2 kg,Specialty Coffee Association,2013,"June 16th, 2014",Eric Wu,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,0
